source	conversation_id	title	date_created	date_updated	path	relevance_score	matched_keywords	likely_subsystem	extraction_priority	privacy_note
openai	69ba322b-d808-8333-8d8d-82443daccefc	Add repo to Claude	2026-03-18	2026-03-18	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69ba322b-d808-8333-8d8d-82443daccefc	0		Unknown	P3	low relevance; metadata only
openai	69957a83-64d0-8333-9281-5bff29885d80	Addiction Loop Mechanics	2026-02-18	2026-02-18	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69957a83-64d0-8333-9281-5bff29885d80	0		Unknown	P3	low relevance; metadata only
openai	69b4ecb7-b948-832d-969a-8ae385fba4b0	Adding Skills to Claude Code	2026-03-14	2026-03-15	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69b4ecb7-b948-832d-969a-8ae385fba4b0	0		Unknown	P3	low relevance; metadata only
openai	69ed3964-5a9c-83ea-be2a-df85505687cd	Age Restrictions Layer	2026-04-25	2026-04-25	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69ed3964-5a9c-83ea-be2a-df85505687cd	0		Unknown	P3	low relevance; metadata only
openai	6749ee42-d1bc-8008-9669-b9baaa70c4ce	Ajuste de redacción contrato	2024-11-29	2024-11-29	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6749ee42-d1bc-8008-9669-b9baaa70c4ce	0		Unknown	P3	low relevance; metadata only
openai	6a04ae24-8a00-83ea-9c43-d8b0286d5660	Al Sharpton Overview	2026-05-13	2026-05-13	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6a04ae24-8a00-83ea-9c43-d8b0286d5660	0		Unknown	P3	low relevance; metadata only
openai	6784f657-49f4-8008-beca-a0c962c1ebcd	All white image processing	2025-01-13	2025-01-13	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6784f657-49f4-8008-beca-a0c962c1ebcd	0		Unknown	P3	low relevance; metadata only
openai	56b431ff-9348-42f3-a327-cb17e202ff29	Animate Your Girlfriend's Face	2024-04-04	2024-04-04	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#56b431ff-9348-42f3-a327-cb17e202ff29	0		Unknown	P3	likely personal/off-topic; exclude from extraction unless owner requests
openai	68253b54-d80c-8008-ab21-299f956c006f	Apollo Twin Comparison	2025-05-15	2025-05-15	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68253b54-d80c-8008-ab21-299f956c006f	0		Unknown	P3	low relevance; metadata only
openai	a9937164-9062-4c50-a971-c6f9f0c97c57	Apologize and communicate.	2024-05-10	2024-05-10	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#a9937164-9062-4c50-a971-c6f9f0c97c57	0		Unknown	P3	low relevance; metadata only
openai	674097a1-8d08-8008-9285-0f0ac77ccc73	Apology and Peaceful Resolution	2024-11-22	2024-11-22	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#674097a1-8d08-8008-9285-0f0ac77ccc73	0		Unknown	P3	low relevance; metadata only
openai	674a9f46-4f84-8008-b97c-2e71c9fa9354	App Design Tools	2024-11-30	2026-04-23	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#674a9f46-4f84-8008-b97c-2e71c9fa9354	0		Unknown	P3	low relevance; metadata only
openai	68369ff6-6570-8008-858a-f2fe37c9951e	App Development Guide	2025-05-28	2026-04-11	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68369ff6-6570-8008-858a-f2fe37c9951e	0		Unknown	P3	low relevance; metadata only
openai	6836a8e9-582c-8008-a0b1-2f6bd9339cff	App Development Guide	2025-05-28	2025-05-28	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6836a8e9-582c-8008-a0b1-2f6bd9339cff	0		Unknown	P3	low relevance; metadata only
openai	67e48a1a-2dbc-8008-854b-72365e941ac8	App Promo Video Concept	2025-03-26	2026-04-26	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67e48a1a-2dbc-8008-854b-72365e941ac8	0		Unknown	P3	low relevance; metadata only
openai	68efcceb-b7c4-8330-8071-ef1500fcb25e	App promo video plan	2025-10-15	2025-10-15	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68efcceb-b7c4-8330-8071-ef1500fcb25e	0		Unknown	P3	low relevance; metadata only
openai	67f1b248-b160-8008-b007-cf7389fa8d7e	Apts under 1500 Yonkers	2025-04-05	2025-04-05	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67f1b248-b160-8008-b007-cf7389fa8d7e	0		Unknown	P3	low relevance; metadata only
openai	68af624a-a2c8-832e-9a29-f1ab07d6c36a	Asylum visa cruise options	2025-08-27	2025-08-27	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68af624a-a2c8-832e-9a29-f1ab07d6c36a	0		Unknown	P3	low relevance; metadata only
openai	69c82502-0634-8333-a1f3-5ca11ffc54bd	Audi S4 vs S5 Sportback	2026-03-28	2026-03-28	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69c82502-0634-8333-a1f3-5ca11ffc54bd	0		Unknown	P3	low relevance; metadata only
openai	2ee73aee-1890-4ff6-8466-a4bc8d78e6dd	Audio Credits Summary	2024-02-28	2026-04-23	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#2ee73aee-1890-4ff6-8466-a4bc8d78e6dd	0		Unknown	P3	low relevance; metadata only
openai	67ff46d2-15e0-8008-b99e-d8a9c37b308d	Audio Improvement Tips	2025-04-16	2025-04-16	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67ff46d2-15e0-8008-b99e-d8a9c37b308d	0		Unknown	P3	low relevance; metadata only
openai	69b92de2-61f8-8329-929f-0161f570371d	Auto-fit Text in Photoshop	2026-03-17	2026-03-17	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69b92de2-61f8-8329-929f-0161f570371d	0		Unknown	P3	low relevance; metadata only
openai	69b0b7d5-c220-8333-b6c5-3f2d24122219	Automated Job Platforms	2026-03-11	2026-03-11	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69b0b7d5-c220-8333-b6c5-3f2d24122219	0		Unknown	P3	low relevance; metadata only
openai	6987a8e6-14ac-832f-9408-5e6a4b7cc833	BMW M340i Overview	2026-02-07	2026-02-11	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6987a8e6-14ac-832f-9408-5e6a4b7cc833	0		Unknown	P3	low relevance; metadata only
openai	698e8505-c51c-8332-812f-171dd892a355	Background Report Dispute	2026-02-13	2026-02-13	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#698e8505-c51c-8332-812f-171dd892a355	0		Unknown	P3	low relevance; metadata only
openai	68ed2769-bf28-832d-8c1e-904d097d0971	Becoming an AI Engineer	2025-10-13	2025-10-13	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68ed2769-bf28-832d-8c1e-904d097d0971	0		Unknown	P3	low relevance; metadata only
openai	698d5d3d-bd14-8329-84b4-2d7378e2e381	Berkeley Programs Overview	2026-02-12	2026-02-21	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#698d5d3d-bd14-8329-84b4-2d7378e2e381	0		Unknown	P3	low relevance; metadata only
openai	6a06d32a-7638-83ea-a700-fa11905b375d	Best AI Music Platforms	2026-05-15	2026-05-15	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6a06d32a-7638-83ea-a700-fa11905b375d	0		Unknown	P3	low relevance; metadata only
openai	687bc0c1-a3ec-8330-977d-b68867f7d4e5	Best Deals Galaxy S25 Z Fold	2025-07-19	2025-07-19	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#687bc0c1-a3ec-8330-977d-b68867f7d4e5	0		Unknown	P3	low relevance; metadata only
openai	675201fd-0bb8-8008-a22e-0993a2e180ac	Best MacBook Pro Guide	2024-12-05	2024-12-05	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#675201fd-0bb8-8008-a22e-0993a2e180ac	0		Unknown	P3	low relevance; metadata only
openai	67648994-3918-8008-9503-70be46501c5a	Best No-Code Platforms	2024-12-19	2024-12-19	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67648994-3918-8008-9503-70be46501c5a	0		Unknown	P3	low relevance; metadata only
openai	698d3e3a-093c-8327-87ff-4e0c7c0e1dd5	Best Paying Remote Jobs	2026-02-12	2026-02-12	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#698d3e3a-093c-8327-87ff-4e0c7c0e1dd5	0		Unknown	P3	low relevance; metadata only
openai	67ed6cbe-4ce0-8008-97dd-c2933cff99a4	Best Touchscreen Laptops 2024	2025-04-02	2025-04-02	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67ed6cbe-4ce0-8008-97dd-c2933cff99a4	0		Unknown	P3	low relevance; metadata only
openai	68c96586-edc0-8326-8648-2026b8d6e19b	Best paid remote jobs	2025-09-16	2025-09-16	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68c96586-edc0-8326-8648-2026b8d6e19b	0		Unknown	P3	low relevance; metadata only
openai	698d661f-8d88-8332-a20a-a117e6ee513a	Bio Creation Request	2026-02-12	2026-02-12	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#698d661f-8d88-8332-a20a-a117e6ee513a	0		Unknown	P3	low relevance; metadata only
openai	67feb463-6c1c-8008-bbd3-b8fa065c094a	Black Dots Pubic Area	2025-04-15	2025-04-15	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67feb463-6c1c-8008-bbd3-b8fa065c094a	0		Unknown	P3	low relevance; metadata only
openai	04eb2ff6-2588-4a3d-9e06-b3e0aafe80df	Boost Car Sales Online	2024-01-22	2026-04-23	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#04eb2ff6-2588-4a3d-9e06-b3e0aafe80df	0		Unknown	P3	likely personal/off-topic; exclude from extraction unless owner requests
openai	4f230c83-48dc-4c8b-8c2e-888e0908afbe	Boost Car Store Sales	2023-12-03	2023-12-03	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#4f230c83-48dc-4c8b-8c2e-888e0908afbe	0		Unknown	P3	likely personal/off-topic; exclude from extraction unless owner requests
openai	69191a3c-87ac-8333-ac06-542465fc497b	Breakup and mixed feelings	2025-11-16	2026-04-17	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69191a3c-87ac-8333-ac06-542465fc497b	0		Unknown	P3	low relevance; metadata only
openai	68d5e625-b380-832a-a1df-8d68f5b09b97	Breakup conversation advice	2025-09-26	2025-11-29	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68d5e625-b380-832a-a1df-8d68f5b09b97	0		Unknown	P3	low relevance; metadata only
openai	68fff0ea-0ff4-8326-8e2b-1aee26086b2f	Bring passport to interview	2025-10-27	2025-10-28	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68fff0ea-0ff4-8326-8e2b-1aee26086b2f	0		Unknown	P3	low relevance; metadata only
openai	67da6717-3ed4-8008-9841-2f933028666f	Buy Instagram Accounts	2025-03-19	2025-03-19	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67da6717-3ed4-8008-9841-2f933028666f	0		Unknown	P3	low relevance; metadata only
openai	6979a55b-02d8-8329-acb0-4918a213a8b1	Byesnow Business Strategy	2026-01-28	2026-01-28	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6979a55b-02d8-8329-acb0-4918a213a8b1	0		Unknown	P3	low relevance; metadata only
openai	69cb253c-1224-8326-b784-8ebf2a120b2e	CIMT Meanings Explained	2026-03-31	2026-03-31	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69cb253c-1224-8326-b784-8ebf2a120b2e	0		Unknown	P3	low relevance; metadata only
openai	69afbb8f-75d4-8325-a790-2da228ff91bf	COVID exposure plan	2026-03-10	2026-03-10	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69afbb8f-75d4-8325-a790-2da228ff91bf	0		Unknown	P3	low relevance; metadata only
openai	69e03d4c-58b0-83ea-8853-db576c8eca12	Camera Field of View	2026-04-16	2026-04-16	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69e03d4c-58b0-83ea-8853-db576c8eca12	0		Unknown	P3	low relevance; metadata only
openai	69703577-7a18-8332-ae0b-5104866e261b	Can you hear me	2026-01-21	2026-01-21	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69703577-7a18-8332-ae0b-5104866e261b	0		Unknown	P3	low relevance; metadata only
openai	699217cb-3f74-8325-8383-c91cf86ef7b4	Cancel ChatGPT Plus	2026-02-15	2026-02-15	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#699217cb-3f74-8325-8383-c91cf86ef7b4	0		Unknown	P3	low relevance; metadata only
openai	69ba19c4-5c40-8329-8bc9-3201444c8537	Cancel ChatGPT Subscription	2026-03-18	2026-03-19	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69ba19c4-5c40-8329-8bc9-3201444c8537	0		Unknown	P3	low relevance; metadata only
openai	6745fe6b-11bc-8008-b21e-e2e60a22ea41	CapCut Features Overview	2024-11-26	2024-11-26	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6745fe6b-11bc-8008-b21e-e2e60a22ea41	0		Unknown	P3	low relevance; metadata only
openai	6975ad8c-9744-8333-af54-b77cbb944715	Car Listing Description	2026-01-25	2026-01-25	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6975ad8c-9744-8333-af54-b77cbb944715	0		Unknown	P3	low relevance; metadata only
openai	699bdd16-00d4-8325-9816-bda563b9589d	Car Sale Dispute Defense	2026-02-23	2026-02-23	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#699bdd16-00d4-8325-9816-bda563b9589d	0		Unknown	P3	low relevance; metadata only
openai	676082a9-156c-8008-be66-adda01913434	Car Sales Marketing Strategies	2024-12-16	2024-12-16	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#676082a9-156c-8008-be66-adda01913434	0		Unknown	P3	likely personal/off-topic; exclude from extraction unless owner requests
openai	6a04d0b9-ee18-83ea-a323-4ffd25d44620	Career Transition Brainstorm	2026-05-13	2026-05-13	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6a04d0b9-ee18-83ea-a323-4ffd25d44620	0		Unknown	P3	low relevance; metadata only
openai	69c4cd5a-0134-8325-9947-645546e671da	Case Analysis Request	2026-03-26	2026-03-26	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69c4cd5a-0134-8325-9947-645546e671da	0		Unknown	P3	low relevance; metadata only
openai	69335309-0aa8-832f-af91-afbcebe3b288	Casual conversation check	2025-12-05	2025-12-05	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69335309-0aa8-832f-af91-afbcebe3b288	0		Unknown	P3	low relevance; metadata only
openai	69e124b8-b9cc-83ea-9577-ace5e570cbef	Chat continuation options	2026-04-16	2026-04-20	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69e124b8-b9cc-83ea-9577-ace5e570cbef	0		Unknown	P3	low relevance; metadata only
openai	6970369f-ef9c-8327-8798-1316d62453c3	Chat initiation	2026-01-21	2026-01-21	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6970369f-ef9c-8327-8798-1316d62453c3	0		Unknown	P3	low relevance; metadata only
openai	69f57a54-2ed8-83ea-bd41-511ce8d30bdb	Chat initiation	2026-05-02	2026-05-02	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69f57a54-2ed8-83ea-bd41-511ce8d30bdb	0		Unknown	P3	low relevance; metadata only
openai	69c4cd0e-7320-832b-be65-dcdbe53e55b3	ChatGPT for Law Use	2026-03-26	2026-03-26	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69c4cd0e-7320-832b-be65-dcdbe53e55b3	0		Unknown	P3	low relevance; metadata only
openai	67913a45-4684-8008-934c-ee710df86c68	Cheap Unlimited Data Plans	2025-01-22	2025-01-22	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67913a45-4684-8008-934c-ee710df86c68	0		Unknown	P3	low relevance; metadata only
openai	683125b8-f6f4-8008-8908-dd493a7400a4	Cheapest Auto Insurance NY	2025-05-24	2025-05-24	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#683125b8-f6f4-8008-8908-dd493a7400a4	0		Unknown	P3	low relevance; metadata only
openai	67f568c3-6774-8008-a385-d0a7d87fdffd	Cheapest MacBook Pro M2	2025-04-08	2025-04-08	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67f568c3-6774-8008-a385-d0a7d87fdffd	0		Unknown	P3	low relevance; metadata only
openai	eca20a43-11c1-49bd-8bf6-dc804d2798eb	Cheapest Software Engineers Country	2023-05-30	2026-04-23	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#eca20a43-11c1-49bd-8bf6-dc804d2798eb	0		Unknown	P3	low relevance; metadata only
openai	697ed00f-35c8-8330-a012-c2671e1ccb08	Check audio clarity	2026-02-01	2026-02-01	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#697ed00f-35c8-8330-a012-c2671e1ccb08	0		Unknown	P3	low relevance; metadata only
openai	67ddd1a1-5ff0-8008-9482-c6a22bf8bfd9	Child Support Agreement Explanation	2025-03-21	2025-03-24	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67ddd1a1-5ff0-8008-9482-c6a22bf8bfd9	0		Unknown	P3	low relevance; metadata only
openai	67e34c88-bda0-8008-a749-e8c18d9444db	Cholesterol and Sugar Meds	2025-03-26	2025-03-26	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67e34c88-bda0-8008-a749-e8c18d9444db	0		Unknown	P3	low relevance; metadata only
openai	69cc3648-952c-8327-b66a-2d1ecf01792f	Civil Court Video Evidence	2026-03-31	2026-03-31	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69cc3648-952c-8327-b66a-2d1ecf01792f	0		Unknown	P3	low relevance; metadata only
openai	67c7ec64-b4d4-8008-9327-f0c899b8bd72	Civil Lawsuit Against Ex-Wife	2025-03-05	2025-03-05	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67c7ec64-b4d4-8008-9327-f0c899b8bd72	0		Unknown	P3	low relevance; metadata only
openai	69bc5d1f-a6dc-832e-a55b-fbf5d64f2e86	Claude Overview	2026-03-19	2026-03-19	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69bc5d1f-a6dc-832e-a55b-fbf5d64f2e86	0		Unknown	P3	low relevance; metadata only
openai	69dab016-4ad0-83ea-bd71-69c1018ddf9c	Claude UI/UX Design	2026-04-11	2026-04-11	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69dab016-4ad0-83ea-bd71-69c1018ddf9c	0		Unknown	P3	low relevance; metadata only
openai	6a0b7d71-2094-83ea-8ead-c11de789a5d7	Clickable Prototype Development	2026-05-18	2026-05-20	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6a0b7d71-2094-83ea-8ead-c11de789a5d7	0		Unknown	P3	low relevance; metadata only
openai	69b59580-09a0-8330-8939-e4d269a53f7f	Cloning Apps Legally	2026-03-14	2026-03-14	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69b59580-09a0-8330-8939-e4d269a53f7f	0		Unknown	P3	low relevance; metadata only
openai	69d28124-36c4-8333-828e-8e80ecef744d	Closing Statement Revision	2026-04-05	2026-04-05	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69d28124-36c4-8333-828e-8e80ecef744d	0		Unknown	P3	low relevance; metadata only
openai	6987a862-0abc-8326-b174-4dd0ad3ff15e	Cloudflare Pages Overview	2026-02-07	2026-02-07	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6987a862-0abc-8326-b174-4dd0ad3ff15e	0		Unknown	P3	low relevance; metadata only
openai	6987ad05-7b70-8325-a929-4fbf95799a4e	Cloudflare Pages Overview	2026-02-07	2026-02-07	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6987ad05-7b70-8325-a929-4fbf95799a4e	0		Unknown	P3	low relevance; metadata only
openai	67f0a6b1-67e4-8008-b5d2-896468617fba	Color Changing Wearables Design	2025-04-05	2025-04-05	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67f0a6b1-67e4-8008-b5d2-896468617fba	0		Unknown	P3	low relevance; metadata only
openai	679d4a37-6e4c-8008-b6de-d88a9db3b2b6	Combinaciones de nombres	2025-01-31	2025-01-31	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#679d4a37-6e4c-8008-b6de-d88a9db3b2b6	0		Unknown	P3	low relevance; metadata only
openai	690bf17c-b79c-8332-b3d1-3fb50fa65877	Congestion charge free route	2025-11-06	2025-11-06	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#690bf17c-b79c-8332-b3d1-3fb50fa65877	0		Unknown	P3	low relevance; metadata only
openai	69b723cc-2588-8325-b42c-7aff4d7be589	Connecting Repos to Claude	2026-03-15	2026-03-15	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69b723cc-2588-8325-b42c-7aff4d7be589	0		Unknown	P3	low relevance; metadata only
openai	67972415-7ce8-8008-bd9c-264643aa1c52	Consequences of Unwanted Parenthood	2025-01-27	2025-01-27	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67972415-7ce8-8008-bd9c-264643aa1c52	0		Unknown	P3	low relevance; metadata only
openai	69c6dbd8-3194-832a-a1f0-c2090e08349f	Contacting Attorney for Settlement	2026-03-27	2026-03-27	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69c6dbd8-3194-832a-a1f0-c2090e08349f	0		Unknown	P3	low relevance; metadata only
openai	69d01b43-44ec-832b-a7dc-44552756f9dc	Controlled Narrative Structure	2026-04-03	2026-04-04	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69d01b43-44ec-832b-a7dc-44552756f9dc	0		Unknown	P3	low relevance; metadata only
openai	69af6c58-cb94-8331-a44b-1f9c3a90d6d6	Conversation saving inquiry	2026-03-10	2026-03-10	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69af6c58-cb94-8331-a44b-1f9c3a90d6d6	0		Unknown	P3	low relevance; metadata only
openai	68dbef5a-c720-8322-afdc-12e6cea1db24	Conversation starter advice	2025-09-30	2025-10-02	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68dbef5a-c720-8322-afdc-12e6cea1db24	0		Unknown	P3	low relevance; metadata only
openai	68c22431-8430-832a-bbce-fb83d825b641	Conversation starter idea	2025-09-11	2025-09-11	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#68c22431-8430-832a-bbce-fb83d825b641	0		Unknown	P3	low relevance; metadata only
openai	67b1eb25-25b4-8008-87ba-390bc5ba74e4	Countries Offering Relocation Incentives	2025-02-16	2025-02-16	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#67b1eb25-25b4-8008-87ba-390bc5ba74e4	0		Unknown	P3	likely personal/off-topic; exclude from extraction unless owner requests
openai	69cee5e1-4994-8331-ae3f-43760c11c000	Court Comments on Evidence	2026-04-02	2026-04-03	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69cee5e1-4994-8331-ae3f-43760c11c000	0		Unknown	P3	low relevance; metadata only
openai	69cd1299-99b8-8333-8227-a06a5b13335c	Court Prep Organization	2026-04-01	2026-04-02	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69cd1299-99b8-8333-8227-a06a5b13335c	0		Unknown	P3	low relevance; metadata only
openai	69c1c7a1-d080-8329-bc70-c84992130a6d	Court Preparation Strategy	2026-03-23	2026-03-23	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69c1c7a1-d080-8329-bc70-c84992130a6d	0		Unknown	P3	low relevance; metadata only
openai	69d33ba1-7d9c-832f-8b5a-800c23e02911	Court Speech Structuring	2026-04-06	2026-04-06	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69d33ba1-7d9c-832f-8b5a-800c23e02911	0		Unknown	P3	low relevance; metadata only
openai	6915ea14-b238-8325-9ff0-cb869f2776f8	Court summary preparation	2025-11-13	2025-11-13	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#6915ea14-b238-8325-9ff0-cb869f2776f8	0		Unknown	P3	low relevance; metadata only
openai	699f3c65-7e6c-832b-a7e2-fe6aaed913cd	Courtroom AI Coaching Rules	2026-02-25	2026-02-25	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#699f3c65-7e6c-832b-a7e2-fe6aaed913cd	0		Unknown	P3	low relevance; metadata only
openai	69c3dca6-4088-8332-ad29-f670805fb528	Courtroom Emotional Strategy	2026-03-25	2026-03-25	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69c3dca6-4088-8332-ad29-f670805fb528	0		Unknown	P3	low relevance; metadata only
openai	69d37ff0-daa0-832a-859d-07e0048f2314	Courtroom Reading Script	2026-04-06	2026-04-06	/Users/2023macbookpro/Desktop/IVAULT/CHATGPT/gpt chats/conversations-*.json#69d37ff0-daa0-832a-859d-07e0048f2314	0		Unknown	P3	low relevance; metadata only
